"tweet_id","created_at","retrieved_at","user_id","username","text","retweeted_tweet_id","retweeted_user_id","retweeted_user_name","in_reply_to_tweet_id","in_reply_to_user_id","in_reply_to_user_name","quoted_tweet_id","quoted_user_id","quoted_user_name"
1317257923299479553,"2020-10-17 00:15:37.000 +0000","2020-10-17 14:32:35.000 +0000",86282952,palanithevar,"This is a truer reflection of the jobs situation in Queensland;  better than the 'doom and gloom' news from LNP. 
#qldpol https://t.co/KzsTA9Hnsl",,,,,,,,,
1317258851742220288,"2020-10-17 00:19:18.000 +0000","2020-10-17 03:01:50.000 +0000",1152289116,KimeRichards,"RT @smogdownunder: @ShiannonC Happy Birthday Shiannon. Apart from having hubby home,a great gift would be the re-election of @KimeRichards",1317235916394516480,102336429,smogdownunder,,,,,,
1317259986121097216,"2020-10-17 00:23:48.000 +0000","2020-10-17 04:21:55.000 +0000",984808496,MarkBaileyMP,"Thx to our incredible team of @QLDLabor volunteers out on the streets of Miller campaigning for safe, prosperous, environmentally conscious &amp; fair Qld 😊👍🌱 https://t.co/s7KNIWdMxK",,,,,,,,,
1317260098561998848,"2020-10-17 00:24:15.000 +0000","2020-10-17 04:21:55.000 +0000",984808496,MarkBaileyMP,"RT @AnnastaciaMP: Saturday, 17 October – coronavirus cases in Queensland:

• 0 new confirmed cases
• 4 active cases
• 1,164 total confirmed cases
• 1,184,163 tests conducted

Sadly, six Queenslanders with COVID-19 have died. 1,154 patients have recovered.

#covid19 https://t.co/GBjsmMXoQy",1317250601864982528,256833444,AnnastaciaMP,,,,,,
1317260239557648384,"2020-10-17 00:24:49.000 +0000","2020-10-17 18:12:49.000 +0000",886091140151115776,Chris4Coomera,"Always great to have people stop and have a chat. Stanley lives in the Coomera electorate and is a local legend himself. TShirt, signed corflute. Made my day. https://t.co/nRO5Ihk8GR",,,,,,,,,
1317263190586052608,"2020-10-17 00:36:32.000 +0000","2020-10-17 01:01:42.000 +0000",123539294,JarrodBleijieMP,"RT @LNPQLD: For months, Labor has been refusing to deliver a Budget. Today, they've given it their best shot...
We need to change the government to get Queensland working again. Vote 1 LNP.
#qldpol https://t.co/FqcvuEUQm6",1317261605206327296,180100410,LNPQLD,,,,,,
1317264068349022209,"2020-10-17 00:40:02.000 +0000","2020-10-17 02:27:51.000 +0000",123539294,JarrodBleijieMP,RT @TimManderMP: This is a man with no ambition for Queensland. No unemployment target and no plan to return to surplus. He’s given up. There is nothing in that booklet that he clutches so tightly more than glossy photos. #nobudgetnoplan https://t.co/ZjDWMhXlsG,1317061565305139200,535332415,TimManderMP,,,,,,
1317264486110089217,"2020-10-17 00:41:41.000 +0000","2020-10-17 01:01:42.000 +0000",123539294,JarrodBleijieMP,"RT @LNPQLD: Welcome to the Sunshine Coast @AnnastaciaMP. Labor's record: ramping at Sunshine Coast University Hospital was 48%, an increase of 24% since the 2017 election. Worst ramping in the state of any hospital before COVID.
#DontForgetLaborsFailures
#qldpol",1316947963323756545,180100410,LNPQLD,,,,,,
1317265264933662726,"2020-10-17 00:44:47.000 +0000","2020-10-17 01:01:42.000 +0000",123539294,JarrodBleijieMP,@solarcitizens @LNPQLD Lies. All lies. Your mob rocked up to the office when I wasn't there and stuck a video camera in the face of my staff. Everyone's a hero with a video camera these days aren't they? I've met your organiser before and I responded to all his emails.,,,,1316919648735141890,719639137,solarcitizens,,,
1317266030876520449,"2020-10-17 00:47:50.000 +0000","2020-10-17 08:32:10.000 +0000",3009700579,ShaneKnuthMP,Beautiful morning here at the Malanda Lions Market it was great to catch up with team from the Grace Baptist Church and friends. https://t.co/yqQj3o1EGf,,,,,,,,,
1317267235908460545,"2020-10-17 00:52:37.000 +0000","2020-10-17 09:32:14.000 +0000",19259091,StevenJMiles,"RT @JacobChicco: No new cases in Queensland. Meanwhile, @StevenJMiles has his hands on “the LNP’s economic recovery plan”. #QLDvotes2020 @10NewsFirstQLD https://t.co/b1NNhaZJF4",1317253065703976960,354882539,JacobChicco,,,,,,
1317268222400364544,"2020-10-17 00:56:32.000 +0000","2020-10-17 09:32:14.000 +0000",19259091,StevenJMiles,Finally I can reveal the economic plan the LNP have been hiding. #qldpol @DebFrecklington https://t.co/xCoZdvl6Xg,,,,,,,,,
1317282609546682370,"2020-10-17 01:53:42.000 +0000","2020-10-17 09:32:14.000 +0000",19259091,StevenJMiles,"RT @ozfinn: @StevenJMiles @DebFrecklington Well, at least it’s Australian... Unlike the trains she ordered.",1317282358500884480,15578810,ozfinn,,,,,,
1317282703176130562,"2020-10-17 01:54:05.000 +0000","2020-10-17 20:32:58.000 +0000",632577753,DebFrecklington,"The @LNPQLD will back local first and ensure gov contracts go to Qld businesses in the food, manufacturing and medical supplies industries under a new mandate. Our plan will be kickstarted with a $25m plan to replace the ageing marine rescue fleet, securing more jobs. #qldpol https://t.co/qNlvChkwXL",,,,,,,,,
1317282750781534208,"2020-10-17 01:54:16.000 +0000","2020-10-17 14:52:36.000 +0000",452670762,philip__anthony,"At Lutwyche shops talking about health and safety, as well as the risk that the LNP present with their coalition with One Nation - and others!
#Clayfield #qldvotes #qldpol https://t.co/fPPjUKI3Uh",,,,,,,,,
1317283131209052160,"2020-10-17 01:55:47.000 +0000","2020-10-17 14:52:36.000 +0000",452670762,philip__anthony,"And then onto my Listening Post at lovely Gordon Park's dog off-leash area.  Great to see Queenslanders out and about enjoying the sunshine with their four-legged friends!
#Clayfield #qldvotes #qldpol https://t.co/dhY6wRTgKC",,,,,,,,,
1317283597968048134,"2020-10-17 01:57:38.000 +0000","2020-10-17 09:32:14.000 +0000",19259091,StevenJMiles,Ok I will. https://t.co/2IEWXxUrTb,,,,,,,1317282581142933504,2960737784,TanyshaJane
1317283730533175296,"2020-10-17 01:58:09.000 +0000","2020-10-17 09:32:14.000 +0000",19259091,StevenJMiles,@HymieHop @GDixon1977 @DebFrecklington Ok!,,,,1317274731746193410,3008791669,HymieHop,,,
1317283792046886912,"2020-10-17 01:58:24.000 +0000","2020-10-17 09:32:14.000 +0000",19259091,StevenJMiles,@BillCameron14 @pope_penka @steph_brown_aus @Qldaah @ScottMorrisonMP Thanks!,,,,1317267585558171649,2280194954,BillCameron14,,,
1317287442093805568,"2020-10-17 02:12:54.000 +0000","2020-10-17 16:52:44.000 +0000",256833444,AnnastaciaMP,"A re-elected Palaszczuk Government will deliver $74 million for the Rebuilding Tourism Plan, supporting Queensland as the destination of choice for Australians and New Zealanders. https://t.co/irKKH5vkwo",,,,,,,,,
1317287796709584896,"2020-10-17 02:14:19.000 +0000","2020-10-17 16:52:44.000 +0000",256833444,AnnastaciaMP,We understand the tourism industry has been one of the hardest hit during the pandemic and we need to support it as part of our economic recovery plan. Queensland’s strong health response and economic recovery plan means Queensland is good to go and open for business. #qldjobs,,,,1317287442093805568,256833444,AnnastaciaMP,,,
1317288216706215937,"2020-10-17 02:15:59.000 +0000","2020-10-17 22:23:05.000 +0000",3090747994,JGilbertMP,"RT @Qldaah: 🔥 ""I don't think today is a very good day to be a Liberal in NSW."" Qld Deputy Premier @StevenJMiles blows apart @ScottMorrisonMP's claim that he was stranded in Cairns &amp; couldn't host the National Cabinet meeting today. #qldvotes #auspol #nswpol https://t.co/eNidZZ4mYI",1316928283599163393,588732151,Qldaah,,,,,,
1317288822577655810,"2020-10-17 02:18:24.000 +0000","2020-10-17 12:52:28.000 +0000",263418376,gracextwo,"RT @QLDLabor: There’s only two weeks left to keep @AnnastaciaMP and Labor in Gov’t so we can keep delivering on our plan for economic recovery.

Deb Frecklington’s reckless rush to surplus in just 4 years means cutting 30,000 Queensland jobs. We can’t risk more LNP cuts.

#qldvotes #queensland https://t.co/UJ3gYHgj60",1317235511317000192,147861172,QLDLabor,,,,,,
1317292521379164161,"2020-10-17 02:33:05.000 +0000","2020-10-17 09:42:15.000 +0000",317617991,StirlHinchliffe,"Checked out Ridge Hills United with under7s, 8s &amp; 11s football on early this beautiful day. Thanks Club President Jason for all the work he and fellow volunteers do! #BrackenRidge #BaldHills #4017 #4036 https://t.co/go7LBWNtdI",,,,,,,,,
1317295102256050177,"2020-10-17 02:43:21.000 +0000","2020-10-17 04:21:55.000 +0000",984808496,MarkBaileyMP,"@davethebass These are leaks from understandably disgruntled @QldGreens party members &amp; neither the sexist abuse of Jackie Trad or this one are denied content wise. Just lots of excuses,  justifications &amp; spin about it which would never be accepted if Greens party were criticising others",,,,1317059874874781697,3198206515,davethebass,,,
1317295583661416450,"2020-10-17 02:45:15.000 +0000","2020-10-17 04:21:55.000 +0000",984808496,MarkBaileyMP,@DebFrecklington @LNPQLD We all remember you &amp; @CampbellNewman ordering 75 trains made overseas that weren’t disability compliant &amp; bragging about it. LNP still haven’t committed to trains being made in Qld 🙄,,,,1317282703176130562,632577753,DebFrecklington,,,
1317297815005974528,"2020-10-17 02:54:07.000 +0000","2020-10-17 04:59:02.000 +0000",984808496,MarkBaileyMP,"RT @Annerley_Labor: Another great day talking to locals about Labor's:
✅$500m renewable energy fund
✅Management of COVID &amp; keeping Qlders safe
✅Plan for economic recovery
✅Investment in health, education &amp; training
Just some of the reasons why we support @jackietrad &amp; @MarkBaileyMP 😀 #QLDvotes https://t.co/E362XcO4Gu",1317287924635893761,17893273,Annerley_Labor,,,,,,
1317298094678011904,"2020-10-17 02:55:14.000 +0000","2020-10-17 04:21:55.000 +0000",984808496,MarkBaileyMP,RT @QLDLabor: The only way for Deb Frecklington to make her election promises add up is to slash jobs across Queensland. https://t.co/CLI0odAVBK,1317253997384880128,147861172,QLDLabor,,,,,,
1317307966786170885,"2020-10-17 03:34:28.000 +0000","2020-10-17 16:52:44.000 +0000",256833444,AnnastaciaMP,"Wastewater testing has identified coronavirus fragments in Maroochydore, Sandgate and Wynnum.

The Chief Health Officer believes it’s probably someone who is no longer infectious but says it’s critically important to get tested if you have symptoms.

#covid19au https://t.co/BdDWbLOV6X",,,,,,,,,
1317309291141894144,"2020-10-17 03:39:44.000 +0000","2020-10-17 09:42:15.000 +0000",317617991,StirlHinchliffe,"4017 locals should get tested if they have symptoms. #StaySafe https://t.co/lvPEHh62pU",,,,,,,1317307966786170885,256833444,AnnastaciaMP
1317313503431028748,"2020-10-17 03:56:28.000 +0000","2020-10-18 01:53:19.000 +0000",53665873,LeeanneEnoch,"RT @AnnastaciaMP: Wastewater testing has identified coronavirus fragments in Maroochydore, Sandgate and Wynnum.

The Chief Health Officer believes it’s probably someone who is no longer infectious but says it’s critically important to get tested if you have symptoms.

#covid19au https://t.co/BdDWbLOV6X",1317307966786170885,256833444,AnnastaciaMP,,,,,,
1317314394162819074,"2020-10-17 04:00:00.000 +0000","2020-10-17 23:23:09.000 +0000",2697320623,JenMP4Ipswich,"Funding for 383 social housing dwellings constructed between 2017 – 2022: Delivered ✅

Construction is almost complete on social housing on South and Roderick St. It’s looking fabulous and I’m proud to be a part of a Government that’s delivering housing for those who need it. https://t.co/Eo2y0YO01o",,,,,,,,,
1317315342343917569,"2020-10-17 04:03:46.000 +0000","2020-10-17 16:52:44.000 +0000",256833444,AnnastaciaMP,"This was the best fun.

Had a great morning hanging out with my nieces and feeding the giraffes at @AustraliaZoo!

We’re so fortunate to live in Queensland where we can get out and visit wonderful tourism destinations like this.

@katejonesqld #goodtogo https://t.co/Ofixtp7Va5",,,,,,,,,
1317317769029771271,"2020-10-17 04:13:25.000 +0000","2020-10-18 00:13:12.000 +0000",162876955,JoelRichtersALP,RT @StevenJMiles: Finally I can reveal the economic plan the LNP have been hiding. #qldpol @DebFrecklington https://t.co/xCoZdvl6Xg,1317268222400364544,19259091,StevenJMiles,,,,,,
1317318858064023552,"2020-10-17 04:17:45.000 +0000","2020-10-17 16:52:44.000 +0000",256833444,AnnastaciaMP,"@redruby17 What a great idea, @redruby17 - there's so much beauty in our state 😊",,,,1317290015840378882,299026077,redruby17,,,
1317320640932630530,"2020-10-17 04:24:50.000 +0000","2020-10-18 02:33:21.000 +0000",984808496,MarkBaileyMP,‘Puny’ second M1 @LNPQLD policy will turn Gold Coast Highway into car park through Bonney https://t.co/DqSCjRrwBx,,,,,,,,,
1317322509910372352,"2020-10-17 04:32:15.000 +0000","2020-10-17 16:52:44.000 +0000",256833444,AnnastaciaMP,.@AustraliaZoo was one of thousands of Queensland businesses affected by COVID-19. Queensland’s strong health response to the pandemic has meant places such as Australia Zoo could open their doors sooner and get on the road to recovery #qldjobs #qldvotes @terriirwin @robertirwin https://t.co/PxhURDhmZf,,,,,,,,,
1317329526519627777,"2020-10-17 05:00:08.000 +0000","2020-10-17 09:52:16.000 +0000",1298404589511651330,SusieSouthport,Part of my extraordinary team out campaigning today in central Southport.  #susiesouthport #ALP #southport https://t.co/soJMzZWhaM,,,,,,,,,
1317329743281377281,"2020-10-17 05:01:00.000 +0000","2020-10-17 16:52:44.000 +0000",256833444,AnnastaciaMP,"More than half of England’s population is living under high or very high lock down restrictions as they scramble to contain their second wave.

Thanks to our strong health response in Queensland we’re able to open up businesses and get back to work safely. https://t.co/qF5lRQWjiv",,,,,,,,,
1317340305083953152,"2020-10-17 05:42:58.000 +0000","2020-10-18 02:33:21.000 +0000",984808496,MarkBaileyMP,"RT @AnnastaciaMP: More than half of England’s population is living under high or very high lock down restrictions as they scramble to contain their second wave.

Thanks to our strong health response in Queensland we’re able to open up businesses and get back to work safely. https://t.co/qF5lRQWjiv",1317329743281377281,256833444,AnnastaciaMP,,,,,,
1317344371612684289,"2020-10-17 05:59:07.000 +0000","2020-10-17 21:13:01.000 +0000",796498853641994240,DrCRowanMP,"RT @LNPQLD: For months, Labor has been refusing to deliver a Budget. Today, they've given it their best shot...
We need to change the government to get Queensland working again. Vote 1 LNP.
#qldpol https://t.co/FqcvuEUQm6",1317261605206327296,180100410,LNPQLD,,,,,,
1317344585488556034,"2020-10-17 05:59:58.000 +0000","2020-10-18 02:33:21.000 +0000",984808496,MarkBaileyMP,"RT @JohnQuiggin: So far, I've seen Deb Frecklington promise
* No new taxes
* Thousands of new frontline jobs
* No compulsory redundancies
*  Bradfield scheme and major road projects
*  Balanced budget in four years
Can easily be managed if we abolish teaching of arithmetic, saving zillions",1316648274988683265,18158545,JohnQuiggin,,,,,,
1317351068842405888,"2020-10-17 06:25:44.000 +0000","2020-10-17 22:33:06.000 +0000",28298107,JPLangbroek,"Interstate, it’s Caulfield Cup (VIC) &amp; Everest (NSW) day. In Queensland, no Cup, and a mountain bigger than Everest to climb for all 3 racing codes. A vote 4 @LNPQLD Oct 31 is a vote for enhanced integrity via QRIC, more prize money, and better treatment of participants #qldpol",,,,,,,,,
1317353668979564545,"2020-10-17 06:36:04.000 +0000","2020-10-18 02:33:21.000 +0000",984808496,MarkBaileyMP,RT @Annerley_Labor: Voting in the Qld state election opens 19 October. To support @MarkBaileyMP in #Miller visit https://t.co/MR9lfGXyKT #VoteLabor https://t.co/4X1uVTFCd3,1317313301248798721,17893273,Annerley_Labor,,,,,,
1317358234756288513,"2020-10-17 06:54:13.000 +0000","2020-10-17 21:23:01.000 +0000",2458912866,DuncanPeggMP,Great to see so many @brisbanelions fans out and about today. Wayne Catchlove is one of the  strongest Lions supporters I know! #AFLLionsCats https://t.co/iaFrtZyUwB,,,,,,,,,
1317367220507267073,"2020-10-17 07:29:55.000 +0000","2020-10-18 03:43:25.000 +0000",105018627,MichaelCrandon,"RT @DebFrecklington: The @LNPQLD will back local first and ensure gov contracts go to Qld businesses in the food, manufacturing and medical supplies industries under a new mandate. Our plan will be kickstarted with a $25m plan to replace the ageing marine rescue fleet, securing more jobs. #qldpol https://t.co/qNlvChkwXL",1317282703176130562,632577753,DebFrecklington,,,,,,
1317367766697922561,"2020-10-17 07:32:05.000 +0000","2020-10-17 16:52:44.000 +0000",256833444,AnnastaciaMP,Good luck to the @brisbanelions tonight! What an incredible season you’ve had. Let’s get to the Grand Final!! 🦁 https://t.co/zalxEbrBsT,,,,,,,1317231346629005312,46641604,brisbanelions
1317373268379095040,"2020-10-17 07:53:57.000 +0000","2020-10-17 16:52:44.000 +0000",256833444,AnnastaciaMP,"The Sunshine Coast’s @AustraliaZoo was the perfect place to announce our $74 million package for Queensland’s tourism industry.

@terriirwin @robertirwin #qldjobs https://t.co/0WRoXK4xKK",,,,,,,,,
1317373375732350976,"2020-10-17 07:54:23.000 +0000","2020-10-17 16:52:44.000 +0000",256833444,AnnastaciaMP,"A re-elected Palaszczuk Government will deliver the Rebuilding Tourism Plan to ensure one of our most important industries is supported during one of the toughest economic times we’ve lived through.

Tourism is an essential part of Queensland’s economic recovery plan.

#qldjobs",,,,1317373268379095040,256833444,AnnastaciaMP,,,
1317380128830152704,"2020-10-17 08:21:13.000 +0000","2020-10-17 12:02:25.000 +0000",47909433,donbrownmp,@QYACceo @brisbanelions @teqld @DoidyD @AnthonyChisholm Go @brisbanelions 🦁,,,,1317379825892347904,790694411810201601,QYACceo,,,
